r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
109,43,29,64,107,11,19,41,84,110,0
1,39,78,88,87,49,15,102,75,100,0
109,64,15,108,89,48,49,23,16,87,0
45,72,108,119,88,109,13,30,51,16,1
77,43,58,16,87,17,12,65,60,30,1
77,74,30,103,38,48,76,60,16,86,1
27,39,104,114,103,11,41,108,30,3,1
114,72,55,16,87,94,77,108,89,3,1
80,39,78,86,100,48,15,13,64,16,1
109,43,3,30,16,18,57,11,91,84,1
80,19,72,68,107,12,76,30,51,100,0
49,12,16,86,83,92,64,11,13,62,0
27,49,109,29,89,18,13,75,98,103,1
81,46,64,29,89,77,60,74,30,100,1
10,39,55,3,51,15,1,16,69,30,1
49,54,40,30,120,12,47,19,89,66,1
49,30,12,16,62,8,13,27,98,100,0
19,104,13,100,87,54,106,27,29,51,1
27,12,72,78,107,8,102,50,3,16,0
12,27,34,78,60,48,49,30,22,103,0
80,53,106,39,16,98,72,60,119,112,0
72,106,57,86,107,109,49,13,119,100,1
76,15,57,84,87,77,39,16,103,37,1
12,16,103,34,87,9,54,90,89,88,1
77,52,33,3,107,12,108,74,51,68,1
49,57,22,87,23,77,58,16,34,107,1
49,15,72,75,16,109,43,78,30,103,0
27,8,11,19,103,41,34,86,104,88,1
72,49,57,30,81,33,15,19,98,85,1
12,43,41,30,16,109,102,97,119,86,1
43,27,52,69,62,49,12,60,103,86,0
81,104,34,68,16,49,64,17,63,107,1
114,27,11,78,16,72,34,57,107,86,1
61,19,30,65,100,15,49,11,87,51,0
49,43,69,62,30,109,58,47,37,16,0
52,15,96,87,107,72,66,39,16,86,1
11,27,19,65,91,15,49,60,86,29,0
109,13,38,29,87,18,53,45,52,16,1
15,39,86,88,65,11,48,102,19,30,1
94,70,58,27,100,35,16,99,89,87,1
12,39,13,103,30,57,15,86,107,106,0
98,42,75,7,14,19,76,108,37,60,0
94,11,47,51,86,48,64,69,29,39,1
48,49,13,68,100,72,74,51,89,87,1
13,109,29,88,64,48,58,39,3,100,0
19,72,91,30,34,54,27,100,29,47,1
49,59,64,57,51,56,45,108,87,20,1
12,15,65,103,86,72,78,76,23,87,0
8,39,38,3,60,109,11,55,68,51,1
49,17,78,68,100,12,19,13,87,107,0
102,93,15,7,30,48,43,65,119,100,1
11,15,65,103,87,77,102,76,89,30,1
77,35,27,103,16,72,76,29,60,30,0
49,27,76,65,62,94,41,78,103,87,0
12,55,34,100,30,8,109,58,13,3,0
11,108,114,3,100,20,72,57,60,87,1
64,49,74,60,100,108,11,12,87,16,0
49,54,104,87,100,12,19,13,84,3,1
109,64,40,20,38,19,12,103,51,86,0
48,41,68,47,86,8,15,108,100,3,1
64,41,76,60,62,2,49,7,84,87,1
49,15,66,72,100,58,54,47,86,16,0
94,49,39,60,68,27,81,35,58,103,1
44,35,78,31,14,1,27,23,108,60,0
48,58,47,16,87,49,43,57,30,107,0
74,108,76,87,88,41,47,10,119,68,1
72,65,16,3,34,48,43,104,51,87,1
49,45,72,89,3,64,8,13,76,62,1
72,11,78,87,88,19,81,63,3,100,0
98,18,39,86,89,12,49,65,16,87,0
39,19,27,69,65,57,70,76,16,86,1
72,49,103,51,68,109,47,16,20,87,1
58,17,72,100,51,39,81,64,78,89,0
35,72,65,87,16,92,29,8,76,100,1
74,15,78,100,51,94,8,27,57,84,1
109,72,16,90,88,54,47,65,89,87,1
48,61,119,68,16,43,38,15,26,100,1
15,54,49,16,87,72,11,57,64,23,0
69,76,72,30,23,48,13,15,87,16,0
12,108,98,30,16,77,47,78,60,87,0
48,39,78,30,62,11,81,69,3,23,1
1,40,69,16,30,72,102,41,87,62,0
15,16,103,34,87,49,11,57,89,26,1
77,49,13,100,50,58,98,81,52,51,1
77,43,60,78,3,18,13,57,30,107,0
81,76,16,88,87,114,15,100,86,89,0
11,49,104,3,51,95,92,13,86,103,0
12,78,30,15,103,74,72,41,86,100,1
74,20,66,38,30,72,64,23,65,89,1
38,92,72,62,91,93,43,13,83,86,1
49,27,15,57,23,11,109,78,16,86,0
33,76,72,89,3,43,61,90,29,87,0
11,81,27,65,51,15,43,13,87,89,1
49,76,87,51,107,72,9,89,65,30,0
109,11,38,20,100,43,15,108,30,60,1
12,38,47,64,20,108,40,21,75,68,1
33,15,76,89,87,109,52,57,11,62,0
53,43,19,30,16,95,66,76,29,86,1
43,114,78,87,23,58,99,49,92,30,1
43,93,66,16,71,38,54,34,62,3,1
35,41,29,30,110,46,70,60,88,86,0
52,72,57,83,23,77,39,55,60,26,1
61,15,16,79,86,12,13,69,27,23,0
27,12,46,51,23,11,18,29,16,79,1
77,45,58,30,60,109,38,19,28,68,0
41,39,78,87,19,77,15,29,52,16,0
11,77,57,100,87,15,108,72,26,103,0
19,98,15,68,16,52,81,76,100,57,0
27,48,78,39,60,43,72,108,89,87,0
47,72,104,51,27,43,54,65,3,107,0
18,39,38,87,91,49,53,27,72,89,1
49,95,90,16,30,58,39,77,87,88,1
80,12,66,19,91,53,106,63,13,28,1
80,76,38,91,26,72,16,13,30,60,1
48,58,49,87,62,39,72,57,100,30,1
63,61,96,5,107,114,21,25,3,75,1
63,12,114,31,20,19,25,38,112,84,0
53,114,55,22,111,109,96,17,32,20,1
56,63,6,31,3,112,92,34,2,20,1
9,33,81,75,14,77,45,21,84,31,0
63,46,12,112,5,18,2,101,3,88,1
17,8,104,37,23,6,46,53,63,84,0
6,27,99,34,87,46,12,96,119,31,1
94,47,96,85,37,61,19,114,75,20,0
63,53,46,78,7,37,41,47,85,2,1
114,74,31,110,83,12,113,36,20,91,0
74,45,81,84,68,6,78,106,112,75,0
9,96,32,65,83,74,12,2,112,79,1
6,28,59,84,21,46,12,64,63,20,0
1,34,63,14,37,77,61,45,85,75,0
8,21,78,119,84,36,1,114,112,88,1
83,17,95,110,112,25,63,70,23,68,0
25,4,2,90,3,21,12,63,37,60,0
113,19,93,21,75,74,41,14,69,111,1
81,96,62,34,37,42,70,22,119,87,1
99,6,113,50,31,114,19,17,30,90,0
53,64,42,70,34,21,10,119,20,96,1
19,92,47,75,20,21,114,78,84,112,1
71,44,99,10,3,109,45,21,85,30,0
45,104,6,91,5,74,41,20,83,31,0
17,96,83,32,65,73,8,78,84,112,1
9,81,78,110,111,54,74,33,21,84,1
92,1,26,119,2,56,25,36,84,78,0
61,33,25,66,7,35,84,10,75,51,1
45,4,22,100,83,94,78,36,20,84,0
45,64,46,44,7,72,78,106,3,91,0
109,23,70,112,97,64,98,2,9,7,1
46,20,70,31,112,33,9,19,106,5,0
45,64,48,23,84,10,114,36,7,20,0
82,19,2,88,75,77,114,84,25,50,0
74,109,63,84,103,17,4,7,22,75,0
109,46,84,86,7,45,10,66,23,19,1
44,36,86,85,97,56,45,17,88,5,1
109,25,2,112,100,92,33,6,98,3,0
12,45,49,70,3,84,33,1,19,31,1
45,95,19,31,86,53,74,67,36,7,0
109,40,98,20,71,78,10,25,19,85,1
41,74,84,36,23,114,9,58,50,7,1
46,63,27,6,112,109,96,106,86,75,0
109,61,98,3,71,10,63,65,100,37,1
109,114,9,3,28,61,55,60,84,91,1
6,9,106,110,84,10,19,65,50,103,1
53,95,34,19,7,109,2,78,86,75,0
81,36,85,34,62,25,6,65,107,84,1
49,78,66,44,7,98,48,19,52,75,1
114,25,78,83,112,109,19,50,7,65,1
63,4,106,107,112,44,97,9,86,3,0
25,10,66,7,2,109,40,74,75,71,0
33,63,9,16,20,72,84,86,91,25,0
82,9,65,30,7,63,12,66,17,86,1
12,74,33,114,3,63,2,17,107,5,1
96,19,60,85,3,63,46,92,89,86,1
10,23,36,86,85,53,45,4,46,88,1
12,74,64,2,19,109,120,23,119,84,1
8,49,63,31,85,19,105,36,17,3,1
109,46,7,112,84,10,19,74,110,26,1
12,63,110,84,22,45,109,17,88,3,1
27,9,74,114,84,10,25,29,86,112,0
23,41,15,68,85,61,12,36,88,50,0
96,17,9,84,119,45,63,23,70,3,0
61,33,109,112,83,92,6,78,31,86,0
12,104,106,31,7,109,98,17,107,3,1
114,9,63,20,84,113,45,2,85,86,1
46,41,9,7,68,49,106,112,110,107,0
63,77,22,84,87,25,18,2,91,3,0
92,98,27,6,2,109,79,19,108,84,0
39,27,6,9,85,96,44,35,90,3,1
25,102,6,9,75,109,33,12,3,107,0
49,58,10,103,5,27,9,104,34,84,0
61,53,19,65,88,56,41,36,84,83,0
48,45,2,101,84,46,36,70,110,3,0
44,104,97,95,60,10,45,65,19,112,0
48,74,68,7,65,8,36,106,85,51,1
63,17,96,84,91,10,45,23,75,114,1
109,2,106,5,91,49,9,52,6,85,1
49,10,19,85,5,72,9,2,91,112,1
33,25,4,112,88,70,9,78,27,84,1
12,46,2,75,112,56,6,9,86,85,1
45,19,9,84,107,95,49,2,71,110,0
29,9,106,86,112,12,33,46,53,7,1
45,4,40,100,83,9,36,17,7,3,1
46,33,4,119,85,27,49,20,63,84,1
10,106,2,84,119,109,98,33,27,71,1
10,53,19,36,75,109,52,25,5,88,1
12,9,114,75,103,6,49,96,110,84,0
93,63,19,66,5,23,67,31,96,86,1
33,6,74,110,75,109,70,22,84,5,0
95,9,29,85,86,33,27,41,74,64,1
109,78,23,3,107,6,74,110,71,75,0
46,109,86,33,20,10,45,63,85,100,0
95,106,17,70,75,46,44,33,84,5,0
33,8,106,112,7,72,74,78,91,3,0
8,63,13,19,31,48,9,36,33,86,1
45,113,57,7,20,41,94,64,36,110,1
48,52,19,84,31,12,17,85,36,114,1
46,104,10,16,75,12,96,86,22,84,1
63,74,106,112,3,12,17,7,110,84,0
9,36,7,65,68,27,46,99,78,91,1
10,17,36,53,16,72,6,13,91,84,0
25,109,63,112,88,9,41,64,22,20,0
77,33,36,7,85,48,19,27,65,84,1
95,52,19,57,5,94,41,78,64,20,0
6,9,84,3,110,56,19,55,107,85,1
59,36,17,112,111,48,68,91,85,65,0
52,46,63,7,84,6,21,36,85,51,1
38,12,85,5,22,52,9,17,20,7,1
52,25,70,88,3,36,22,67,86,85,1
10,53,25,36,19,94,95,45,64,88,1
9,108,10,107,3,56,34,2,110,83,1
82,92,72,91,107,10,6,9,27,85,0
10,4,64,9,7,1,45,49,112,85,0
93,25,57,112,88,10,9,19,65,50,1
59,19,84,112,103,10,96,106,91,3,0
48,9,40,103,5,56,29,4,19,112,1
49,63,53,36,7,45,73,9,3,88,1
15,42,29,107,84,48,39,104,3,51,0
94,12,13,51,101,81,39,104,68,23,1
43,10,52,16,3,19,29,34,101,51,0
72,61,13,37,16,49,63,100,88,68,1
15,11,29,87,100,70,41,34,62,84,0
109,104,17,68,107,41,13,76,30,84,1
19,69,34,84,68,15,41,3,22,16,0
53,46,27,20,16,18,13,104,114,37,1
61,11,60,30,83,77,108,40,27,51,1
94,20,41,110,107,63,29,11,79,14,1
15,13,34,85,68,48,74,57,79,14,0
53,72,23,30,107,61,11,78,27,85,0
6,53,13,87,16,38,9,34,79,107,1
94,27,98,29,100,77,103,47,87,83,0
15,63,27,13,88,19,46,69,16,112,1
63,11,27,29,85,53,46,16,20,68,1
43,19,13,86,85,61,58,78,39,71,1
38,27,17,114,51,43,12,19,112,85,0
19,104,3,39,31,10,49,16,68,107,1
109,13,60,16,68,38,94,66,57,100,0
27,54,34,65,14,63,19,68,69,100,1
59,19,16,85,87,63,39,69,50,107,0
61,10,76,23,68,80,64,15,38,85,1
49,79,85,52,14,63,15,58,3,88,0
45,63,21,86,71,47,72,112,65,16,0
46,4,104,69,84,64,77,37,34,103,0
10,43,29,3,107,19,39,78,7,87,1
19,41,34,3,16,58,54,23,100,79,1
81,41,27,34,88,67,101,22,65,100,1
35,60,19,98,87,38,94,81,100,3,1
94,38,72,68,23,12,39,69,84,30,1
49,58,93,91,62,98,18,16,65,85,1
10,106,55,16,3,48,80,51,97,20,0
63,9,29,68,100,74,27,38,70,51,0
114,17,65,3,51,12,39,19,88,111,0
27,43,81,57,103,13,47,15,16,86,1
19,20,57,107,85,43,12,29,112,71,1
49,63,41,100,87,19,38,34,85,62,0
15,19,17,88,87,12,49,69,103,112,0
54,114,64,13,16,39,10,69,84,86,1
48,74,65,14,83,72,43,57,86,100,1
72,76,27,19,16,113,15,64,7,62,0
94,6,40,87,51,10,43,13,68,86,1
63,39,84,16,30,46,72,13,3,28,1
58,41,35,68,16,19,57,72,60,87,1
6,94,55,84,51,41,58,64,15,69,0
58,19,76,86,84,94,27,61,69,16,0
78,41,34,62,110,19,16,65,68,23,1
1,78,13,86,84,63,49,69,16,68,0
39,9,41,16,68,18,15,97,75,100,0
19,72,30,16,32,48,49,29,3,100,0
41,34,65,107,30,15,12,69,103,87,0
109,47,13,30,107,15,4,78,20,87,0
53,49,27,67,85,18,78,34,68,100,1
48,43,79,57,69,15,11,64,13,51,0
9,27,54,104,107,44,13,65,37,16,0
1,72,3,65,16,80,34,30,28,51,1
72,41,22,107,84,49,20,38,27,103,0
19,13,35,84,111,60,81,76,103,87,0
19,13,65,16,3,81,27,62,104,34,0
94,49,3,65,16,43,13,93,112,83,1
11,63,30,65,107,54,19,39,100,87,0
12,60,49,83,112,77,58,98,27,62,0
77,11,41,64,84,43,12,16,19,3,1
19,17,55,75,107,94,41,29,68,83,1
20,11,38,37,71,19,74,40,100,112,0
38,58,114,106,107,15,63,104,103,79,0
41,17,60,68,103,77,27,104,13,23,0
48,41,37,103,87,77,33,43,100,30,1
48,49,78,68,100,27,56,76,38,14,1
34,15,65,100,87,10,11,104,30,51,0
94,72,57,87,100,11,4,51,75,3,1
48,21,104,3,51,19,13,38,68,16,0
47,57,44,5,16,56,58,100,72,27,1
109,11,69,16,112,10,52,53,79,28,0
34,16,72,7,87,19,13,74,86,85,0
54,13,16,3,88,64,58,41,11,51,1
94,15,96,60,86,43,48,29,30,16,1
54,102,13,100,3,64,63,72,108,16,1
48,69,11,51,111,72,41,87,100,34,0
53,41,34,69,71,48,9,79,16,65,0
48,58,13,79,51,9,16,30,70,84,1
45,53,72,57,16,18,34,85,7,3,0
49,48,55,86,107,20,11,65,51,68,0
48,11,29,87,51,58,39,60,54,84,1
58,72,39,29,84,63,9,57,3,51,0
72,27,102,35,23,48,76,65,107,20,1
19,63,39,107,3,15,103,13,87,62,1
12,17,65,100,87,94,41,15,62,84,0
77,15,107,68,88,63,27,11,13,51,0
9,81,69,110,3,63,17,78,5,60,0
8,104,27,60,34,17,12,65,84,107,1
15,39,7,16,101,43,41,29,100,30,0
94,41,13,100,3,76,72,16,19,86,1
9,99,55,51,3,77,43,60,57,87,1
48,39,57,60,3,82,72,51,69,31,1
76,69,70,75,100,109,11,29,107,87,0
11,64,65,94,51,15,61,57,89,87,0
15,11,64,13,62,48,17,79,78,51,0
77,78,13,87,69,72,39,19,7,30,1
12,72,16,86,19,94,54,78,112,107,0
81,78,22,112,100,19,41,34,103,101,1
58,19,61,16,87,11,36,103,112,51,1
11,19,40,68,51,10,17,86,16,23,0
57,41,17,27,110,77,53,13,103,79,0
59,13,57,23,30,72,47,51,62,26,1
34,4,30,112,60,15,13,54,91,14,0
12,94,69,86,30,35,63,57,85,65,0
43,19,78,23,68,77,11,69,103,79,0
46,15,78,51,112,63,13,69,3,60,1
38,72,39,23,3,27,93,11,78,86,1
1,13,69,68,107,63,75,65,30,84,1
49,81,38,68,62,19,60,34,87,85,0
63,39,60,30,65,12,15,104,107,68,1
57,27,76,20,98,19,41,11,60,68,0
48,79,108,76,88,64,15,94,96,107,1
53,46,81,3,86,18,19,11,64,51,0
43,42,108,68,107,19,34,104,101,88,1
19,38,11,101,85,12,43,78,50,107,1
49,46,40,3,85,63,27,13,15,100,0
95,15,16,91,84,1,9,3,28,23,0
49,54,15,68,100,33,27,39,19,14,1
46,27,40,15,28,10,19,13,102,87,1
63,39,69,51,30,109,19,13,3,107,0
43,63,108,100,3,49,19,57,37,87,0
72,41,34,107,68,1,13,29,75,88,0
72,11,69,75,51,53,81,39,27,100,0
49,15,57,14,30,39,11,114,89,87,0
72,19,17,107,3,77,13,78,103,75,1
19,9,12,112,83,15,38,61,64,100,1
77,49,13,3,62,43,27,48,69,16,1
81,104,3,107,34,10,76,79,16,83,1
15,11,51,16,111,81,104,34,68,23,1
80,64,76,57,100,114,27,16,34,107,1
61,39,41,27,60,63,69,47,100,30,1
94,48,79,29,107,76,41,72,19,30,1
54,39,19,78,68,27,41,69,47,16,1
72,15,13,100,3,47,64,78,93,60,0
38,20,74,88,30,61,77,13,16,90,0
72,21,104,20,107,19,38,39,16,3,1
48,27,60,69,22,12,34,16,112,29,1
63,22,103,23,31,8,41,27,100,34,0
11,12,104,87,51,80,53,39,85,3,1
63,76,13,112,51,41,39,27,65,69,0
4,22,60,107,84,61,20,35,27,98,0
44,11,51,68,14,60,41,13,107,30,1
27,102,94,103,87,81,17,78,75,107,0
43,38,67,85,112,41,72,34,103,3,0
12,17,69,90,88,77,78,11,87,103,0
19,41,34,68,16,57,15,67,100,86,1
19,72,33,30,100,54,46,104,27,16,1
21,41,16,107,3,81,19,79,51,87,0
49,15,108,100,87,39,60,76,41,27,1
63,58,30,40,110,43,70,108,87,119,1
39,83,70,85,5,95,14,23,9,20,1
27,44,76,16,26,94,14,74,9,107,1
11,32,7,75,119,8,9,74,14,84,0
63,67,26,34,23,81,9,37,22,7,0
11,41,99,14,62,56,74,84,86,32,1
8,42,17,97,86,109,25,78,23,3,1
11,18,65,51,87,12,15,102,86,62,0
61,60,51,34,87,77,22,72,100,30,1
49,12,57,30,103,80,39,58,60,27,1
18,11,98,112,51,77,64,19,76,101,1
49,53,41,103,87,109,39,7,16,68,1
63,94,19,30,62,109,66,47,20,65,0
8,43,120,16,30,15,39,78,107,3,1
27,19,35,108,7,45,43,66,67,107,1
48,108,34,3,107,12,78,76,100,87,0
8,17,102,51,119,77,72,100,3,103,0
19,17,104,66,114,49,99,16,90,30,1
49,15,60,86,23,72,58,76,16,3,0
19,35,69,100,86,94,42,60,57,30,0
43,102,86,34,62,12,76,78,89,87,1
72,17,108,100,5,8,11,66,78,51,1
39,63,78,107,87,49,27,15,19,103,1
72,8,78,107,87,43,54,79,65,103,0
72,15,37,57,100,19,54,34,107,87,1
8,17,100,66,16,43,13,72,86,62,1
53,72,81,51,87,15,41,89,13,30,1
54,47,90,30,16,43,72,78,66,62,1
61,72,65,37,89,63,76,51,66,119,0
76,41,65,60,30,102,15,19,87,16,0
61,80,87,16,23,74,78,48,3,89,1
109,108,39,88,87,53,8,11,97,107,0
19,39,104,114,37,54,45,72,16,50,0
49,19,82,16,30,77,43,66,60,23,0
53,9,76,78,86,25,15,30,57,107,0
15,72,104,87,88,8,43,29,91,89,1
12,15,103,65,87,63,45,72,119,107,1
8,39,64,16,87,11,63,78,51,119,1
8,15,13,100,26,61,45,72,23,30,1
72,76,29,87,51,47,19,60,37,107,1
27,39,18,78,60,72,13,108,107,30,0
13,12,78,103,87,49,66,76,16,51,0
72,13,73,51,68,53,8,49,103,111,0
72,47,65,112,16,63,76,104,66,107,0
35,114,29,30,16,80,64,19,76,103,1
94,72,78,87,88,77,40,13,86,103,0
47,18,102,30,60,66,12,38,25,107,0
8,19,17,86,30,72,78,39,64,16,0
70,17,78,37,107,8,49,27,34,62,1
109,15,19,51,3,45,72,13,87,107,0
63,19,76,100,30,109,47,20,66,65,0
25,72,30,85,71,35,28,31,69,100,0
49,11,78,87,51,58,13,41,30,103,1
12,39,69,51,37,27,11,18,78,100,0
49,78,103,34,26,77,58,43,3,16,1
35,49,16,88,30,109,102,76,103,119,1
8,11,57,64,89,72,76,29,86,88,0
49,63,16,100,3,19,12,13,91,86,0
8,34,19,88,119,109,43,65,3,103,0
114,72,27,57,100,15,43,33,87,88,1
43,54,108,30,16,10,49,64,13,103,1
72,15,29,62,87,109,49,19,57,37,0
81,29,76,68,23,77,27,94,13,89,1
8,66,74,114,51,72,17,29,87,30,0
99,76,23,91,21,80,43,104,37,107,0
18,19,60,111,69,76,81,41,30,3,0
19,43,69,112,107,109,25,66,78,87,1
35,78,30,28,32,39,8,19,62,107,1
15,12,29,3,107,43,19,108,87,62,1
49,25,108,90,16,43,66,76,38,26,1
35,41,69,89,30,19,76,81,3,16,0
39,10,27,120,32,12,15,102,107,62,0
63,11,57,23,30,19,27,58,76,51,0
64,39,53,15,16,72,19,60,100,103,0
48,11,29,51,87,109,27,39,78,100,1
77,19,58,103,107,92,40,72,3,16,1
15,19,36,62,112,45,43,65,16,50,0
39,54,13,28,119,25,19,27,15,16,1
43,12,108,16,30,76,114,66,65,86,0
8,76,51,65,87,72,15,41,103,86,0
72,99,108,87,100,8,45,13,64,89,0
44,64,23,13,16,72,19,7,100,86,1
109,19,13,66,103,49,48,29,100,87,0
109,72,69,51,87,43,114,108,100,119,1
39,41,99,23,37,43,72,66,104,119,0
8,25,58,89,87,49,11,64,51,16,1
72,104,78,87,23,11,53,66,16,107,0
8,58,39,87,51,13,76,72,23,68,1
25,54,57,3,65,63,52,13,86,114,1
41,43,30,51,100,18,49,89,103,68,1
19,46,98,87,23,12,11,108,51,30,0
49,109,29,103,87,41,43,64,98,89,0
1,47,65,87,100,63,13,78,86,103,0
48,49,78,3,100,72,43,19,13,37,1
47,72,13,100,119,49,19,15,88,30,0
49,11,78,30,100,66,72,76,69,60,1
80,66,49,102,100,48,11,19,107,30,1
8,33,15,92,28,109,72,65,91,7,0
58,72,43,30,62,19,61,13,87,23,1
19,72,64,104,89,53,10,108,23,3,0
15,19,76,87,107,10,25,30,65,16,1
10,64,76,16,23,74,72,89,30,88,0
38,54,17,66,5,19,104,99,30,90,0
41,114,72,60,3,43,42,29,103,111,1
19,114,69,3,100,72,54,29,37,16,1
54,43,108,100,87,49,72,16,110,62,0
45,53,54,16,23,12,19,15,107,21,0
49,25,89,16,87,77,64,19,13,60,0
10,19,11,66,86,49,113,108,30,110,1
19,17,29,37,16,49,66,69,114,86,1
109,72,78,86,30,94,54,66,119,16,0
61,47,102,100,119,1,27,15,13,62,0
53,10,13,100,119,49,15,102,86,62,0
109,38,47,86,62,10,11,60,51,87,1
10,11,78,60,87,72,25,29,3,100,0
58,49,17,16,30,72,78,89,34,87,0
8,11,29,30,16,39,80,66,65,26,1
13,119,76,67,100,49,64,88,16,34,0
49,98,30,65,62,77,102,13,119,60,1
8,35,29,87,107,72,27,78,47,62,0
43,8,29,30,107,19,72,100,119,16,0
49,19,15,16,30,1,39,66,60,103,0
72,41,78,60,3,19,109,43,103,91,1
63,13,19,30,100,12,66,92,60,65,0
41,76,89,103,119,72,61,29,107,30,1
77,38,72,91,100,25,41,60,103,87,0
43,72,13,51,87,8,39,19,89,3,0
102,58,15,87,16,8,43,30,103,65,0
15,48,69,100,87,43,61,60,30,107,0
114,43,29,87,62,72,47,33,107,86,1
12,27,72,29,16,54,76,26,65,103,1
95,2,26,101,13,74,21,104,75,5,0
74,114,42,20,7,70,113,2,9,111,1
96,64,63,47,111,42,21,81,75,86,0
70,13,76,85,88,46,22,8,14,5,1
6,64,92,112,29,109,63,73,27,20,0
93,47,112,36,86,19,25,4,110,14,0
10,74,63,22,84,4,11,36,32,88,1
109,9,86,104,16,10,31,20,36,23,0
42,4,22,9,64,109,17,105,96,14,0
19,75,22,93,103,74,59,2,9,3,1
70,99,100,86,26,59,63,98,14,84,1
92,42,93,32,119,61,9,19,100,75,1
109,27,47,26,98,6,17,96,14,111,0
63,47,25,28,75,46,4,110,19,119,0
6,48,53,74,20,61,67,63,119,14,1
67,68,34,51,85,74,93,53,20,14,0
114,73,120,86,110,48,12,108,84,14,0
113,63,14,22,20,70,54,93,75,83,1
109,43,26,36,64,1,40,32,34,7,0
114,113,7,100,31,11,41,9,75,107,1
114,3,58,98,86,6,46,19,27,68,0
114,63,74,20,110,53,113,67,2,62,1
70,40,17,5,110,1,7,4,91,26,0
56,25,27,41,100,113,59,8,7,87,1
70,72,85,101,119,56,96,34,14,87,1
11,9,67,3,30,6,63,17,75,7,0
114,51,110,112,22,59,9,26,19,100,1
63,104,109,9,114,10,110,85,28,119,0
49,36,70,14,31,73,109,75,86,32,0
45,44,7,96,83,74,70,98,107,26,0
4,70,7,68,14,48,82,19,86,85,1
6,63,114,75,20,35,74,19,2,7,1
109,74,42,27,23,64,86,19,111,67,1
7,97,67,5,84,74,93,19,23,32,0
63,34,4,5,88,25,41,38,27,112,1
48,9,20,98,84,12,114,36,7,26,1
113,16,20,109,84,12,36,14,34,26,0
74,97,93,75,14,63,86,70,17,84,1
12,112,9,25,119,74,19,41,75,14,0
11,42,54,30,23,109,36,53,14,85,1
114,42,66,64,23,82,76,2,31,87,1
25,21,41,7,42,49,75,19,86,74,0
109,58,70,107,26,73,17,64,14,2,0
82,96,70,14,84,74,4,99,107,86,1
9,17,95,14,119,70,98,86,26,5,0
43,17,97,119,14,56,28,85,101,26,0
93,43,85,7,62,10,102,86,14,119,0
74,90,3,32,107,9,2,73,53,100,1
43,72,104,107,86,27,15,47,13,23,0
54,40,13,112,28,34,114,79,65,88,1
114,11,27,78,84,64,35,41,85,99,1
94,65,34,71,26,59,27,72,57,88,1
72,27,76,89,65,94,54,57,16,3,1
12,39,98,100,112,72,55,47,62,87,1
39,110,6,78,5,15,11,107,29,3,0
1,13,23,60,112,77,94,27,88,86,0
39,16,62,34,87,43,106,55,100,3,1
72,43,27,57,16,19,41,76,100,3,1
53,43,67,30,107,72,27,34,65,100,0
1,11,51,103,75,94,13,114,86,16,0
8,74,19,87,69,48,43,64,2,23,1
61,59,15,69,111,27,72,99,97,100,0
27,94,16,19,100,12,39,57,30,86,0
11,12,13,16,3,109,39,104,100,86,1
94,39,78,3,107,72,71,57,112,34,0
80,15,33,3,51,20,64,39,69,16,1
58,82,43,51,87,12,39,100,69,86,0
12,39,29,87,51,77,27,11,16,103,1
61,19,59,16,111,11,81,27,103,51,0
41,74,13,68,107,77,99,48,87,16,1
61,15,19,16,86,20,9,78,75,51,1
89,78,54,86,16,109,20,19,51,3,0
11,72,38,75,51,19,98,39,16,86,1
81,13,39,100,86,49,11,19,37,51,0
48,43,101,110,84,109,49,58,27,71,0
76,114,19,79,51,63,13,64,98,23,1
77,94,33,60,84,109,43,78,27,23,1
27,60,22,72,51,43,19,62,87,34,0
12,64,39,29,107,47,95,60,102,3,1
80,19,78,112,51,10,79,49,65,28,1
80,15,13,79,16,54,28,101,74,23,1
15,69,87,34,62,1,57,65,3,71,1
11,77,57,87,51,15,76,2,27,88,1
19,11,108,103,86,20,39,27,85,29,0
12,39,7,3,100,11,82,104,88,51,1
10,15,64,69,23,18,48,35,88,79,1
94,15,29,88,79,1,38,13,16,3,0
49,48,79,78,51,10,39,41,27,107,0
10,108,79,13,23,8,76,64,60,107,1
11,41,38,75,51,27,72,57,34,83,1
35,15,51,23,3,10,78,22,87,88,0
81,113,38,30,107,64,34,29,77,60,1
72,47,3,100,29,77,27,39,60,98,0
109,38,39,68,51,11,77,16,87,88,1
69,63,12,30,107,94,114,57,16,26,0
109,34,57,28,87,94,27,19,22,84,0
9,48,78,79,85,98,60,69,31,106,0
59,78,108,16,111,19,76,38,107,3,0
15,41,34,87,100,12,39,64,19,88,0
48,43,29,3,100,19,39,27,12,86,1
11,104,19,3,100,17,63,99,90,84,1
12,27,108,76,60,59,82,16,85,112,0
61,19,64,38,100,76,69,20,30,88,1
10,34,29,51,86,19,74,27,103,65,0
20,27,11,19,62,8,80,51,30,40,1
81,27,76,57,28,94,34,78,60,68,1
82,8,107,86,60,11,20,27,16,51,0
77,11,13,60,30,49,109,19,112,88,1
11,19,102,30,51,39,104,62,34,88,0
18,29,74,51,50,72,41,39,110,62,0
10,11,60,103,3,39,82,7,112,51,1
49,52,27,41,88,81,74,13,51,87,1
72,76,64,29,107,43,27,10,78,23,1
54,40,104,28,20,12,60,79,34,88,0
39,54,69,71,84,82,19,27,78,16,0
